business_id,categories,city,full_address,latitude,longitude,name,open,review_count,stars,state,type
"QL3vFMAsEHqfi1KGH-4igg",[38 39 40],"Scottsdale","Mondrian Hotel Scottsdale\\n7353 E Indian School Rd\\nScottsdale, AZ 85251",33.4945,-111.924,"Red Bar",1,11,3,"AZ","business"
"yOYFhiTjT-SM4spKtDk92w",[41 42 43 11],"Phoenix","10227 N Metro Pkwy E\\nPhoenix, AZ 85051",33.5804,-112.121,"China Chan Restaurant",1,42,3.5,"AZ","business"
"4IAzFJ159GEaIGX1-y6Bmw",[33 44 11],"Scottsdale","9251 E Shea Blvd\\nScottsdale, AZ 85258",33.5819,-111.882,"McDonald's",1,3,2.5,"AZ","business"
"s02x9kPbZii-uw1x0Oyy6w",[30 13 6 45],"Scottsdale","32351 N Scottsdale Rd\\nScottsdale, AZ 85262",33.7801,-111.926,"Target Stores",1,5,3.5,"AZ","business"
"e9JhcYEgNbRL8i8CTdQO2w",[46 6],"Scottsdale","15205 N Kierland Blvd\\nSte 150\\nScottsdale, AZ 85254",33.6246,-111.93,"Kierland Commons",1,54,4.5,"AZ","business"
"MLAnvEcvDfOWELHUN_0xEw",[7 47 48 11],"Scottsdale","7001 N Scottsdale Rd\\nSte 147\\nScottsdale, AZ 85253",33.5388,-111.964,"Nimbus American Bistro N' Brewery",1,85,3,"AZ","business"
"BtKwRZRMyTIi9BRFk-75sQ",[49 50 51 52],"Glendale","W Union Hills Dr\\nGlendale, AZ 85308",33.6571,-112.18,"Foothills Park",1,15,4,"AZ","business"
"MwIM3O0p8V_y2ttXz0_xGw",[53 54 55],"Gilbert","3592 S Atherton Blvd\\nSte 107\\nGilbert, AZ 85297",33.2852,-111.717,"Little Tykes Pediatric Dentistry",1,5,3.5,"AZ","business"
"JHp5mJvYe6UtM_QsklR-iw",[27 11],"Scottsdale","7607 E McDowell Road\\nSuite 101\\nScottsdale, AZ 85257",33.4661,-111.918,"Peter Piper Pizza",1,9,3,"AZ","business"
"O0ayL4r9AbonKwdgelBL3A",[49 56 57 58 59],"Tempe","524 W Broadway Rd\\nSte 107\\nTempe, AZ 85282",33.4076,-111.947,"Plaza de Anaya",1,5,5,"AZ","business"
"sygb2W4NRadVXiWhW8bnFQ",[26 11],"Gila Bend","616 E Pima Street\\nGila Bend, AZ 85337",32.9483,-112.711,"Sofia's Mexican Food",1,10,3.5,"AZ","business"
"ECuS72VSRKpRRFToQiNQxA",[60 61 13 6],"Phoenix","4532 N 7th St\\n#B\\nPhoenix, AZ 85014",33.5032,-112.065,"Nostalgic Alley",1,4,5,"AZ","business"
"JvJjaTJCyUGu5SDpoJWvZg",[62 11 17 63],"Phoenix","1930 W Pinnacle Peak Rd\\nSte 119\\nPhoenix, AZ 85027",33.6988,-112.101,"Meatballz",1,9,3,"AZ","business"
"u9b49Z4JmvbP6KTe26lyoA",[64 65],"Phoenix","4515 E Cactus Rd\\nPhoenix, AZ 85032",33.5991,-111.982,"Cool Cuts 4 Kids",1,5,4,"AZ","business"
"j1Ql05L7wn_8GGLj3jHkWg",[],"Scottsdale","4032 N Miller Road\\nScottsdale, AZ 85251",33.494,-111.917,"Ford Robert Black Agency",1,3,5,"AZ","business"
"507GX11jtCsVYlzaur05_w",[43 11],"Phoenix","4730 E Warner Rd\\nPhoenix, AZ 85044",33.3332,-111.983,"Panda Garden",1,27,4,"AZ","business"
"3ic0B872Tql7dwO4YRTDCw",[13 6 21 22],"Phoenix","2480 W Happy Valley Rd.\\nSuite 1215\\nPhoenix, AZ 85085",33.713,-112.111,"Charming Charlie",1,15,4.5,"AZ","business"
"0EE3BohGb4lxWRnHLiqNnw",[49 66],"Scottsdale","124th St & Via Linda\\nScottsdale, AZ 85255",33.5896,-111.813,"Lost Dog Wash Trail",1,17,4.5,"AZ","business"
"GhC1V0MRGoma3MP0Gn28Fw",[11],"Chandler","3111 W Chandler Blvd Ste 2146\\nChandler, AZ 85226",33.3057,-111.898,"Ruby's Diner",1,3,4.5,"AZ","business"
"pvJuii1d2CTQd9BF3gT_Sg",[67 68],"Tempe","PO Box 25589\\nTempe, AZ 85285",33.3929,-111.936,"College Times",1,3,4.5,"AZ","business"
"-nPwp-pg-pTEO2nqo1h_lg",[57 69],"Glendale","7700 W. Arrowhead Tn. Ctr.\\n1079\\nGlendale, AZ 85308",33.6424,-112.225,"AMC Arrowhead 14",1,11,2.5,"AZ","business"
"reMYkuDhLk4raAviOFtvOQ",[33 11],"Phoenix","13616 N 35th Ave\\nSte 1\\nPhoenix, AZ 85029",33.5975,-112.119,"Lenny's Burger Shop",1,38,4,"AZ","business"
"MG1IbQUurcXn8NQgXGM34Q",[10 11],"Mesa","4410 E University Dr\\nMesa, AZ 85205",33.4238,-111.736,"Yee-haws",1,3,3.5,"AZ","business"
"KqYY2rwD8ymjU9mVJwiuRQ",[43 11],"Phoenix","9020 N 19th Ave\\nPhoenix, AZ 85021",33.5683,-112.1,"Panda Gourmet",1,3,3.5,"AZ","business"
"idpRaOujsEvnI-LzDSKa6g",[6 70],"Goodyear","13277 W McDowell Rd\\nGoodyear, AZ 85395",33.4618,-112.345,"Brass Armadillo Antique Mall",1,5,4.5,"AZ","business"
"vusJ2oza6-jzhzBTeae-OQ",[71 72 73],"Mesa","2344 E Baseline Rd\\nMesa, AZ 85204",33.3795,-111.783,"Brake Masters",1,6,4,"AZ","business"
"jvvh4Q00Hq2XyIcfmAAT2A",[33 11],"Scottsdale","7014-590 E Camelback Rd\\nScottsdale, AZ 85251",33.5033,-111.928,"Five Guys Burger and Fries",1,52,3.5,"AZ","business"
"BF0XhsT8mEv6gpxru_8Syg",[7 8],"Glendale","4315 W Bell Road\\nGlendale, AZ 85308",33.6378,-112.153,"Fry's & Fry's Marketplace",1,3,4.5,"AZ","business"
"RtwOc-n_RkiUuDGaNfCsNw",[74 24 11],"Tempe","8707 S Priest Dr\\nSte 101\\nTempe, AZ 85284",33.3352,-111.963,"Forefathers Gourmet Cheesesteaks & Fries",1,106,4,"AZ","business"
"xWcTt1L4vQC_QkPfPBVlCw",[6 32 35 75 76 77],"Phoenix","201 E Camelback Rd\\nPhoenix, AZ 85012",33.509,-112.071,"Red Modern Furniture",1,20,3.5,"AZ","business"
"ldsiFlvSxBhuZHZxvzWPYw",[7 8],"Phoenix","1702 W Camelback Rd\\nPhoenix, AZ 85015",33.5097,-112.096,"Loi Phat Oriental Food Grocery Store",1,4,4,"AZ","business"
"dLBqf9QayF9eSUzz6BvmSQ",[61 13 6 35 76],"Phoenix","2027 E Camelback Rd\\nPhoenix, AZ 85016",33.5093,-112.037,"My Sister's Attic",1,6,3,"AZ","business"
"LSxO2ko3_5KODWKZLEm8FQ",[78 79],"Mesa","4331 E Broadway Road\\nMesa, AZ 85206",33.4082,-111.737,"Tri-City East Veterinary Hospital",1,5,3,"AZ","business"
"Y1eMoHPnhwoOcYsKxGl74g",[12 13 6 22],"Phoenix","3135 E Lincoln Dr\\nPhoenix, AZ 85016",33.5308,-112.015,"Loehmann's Inc",1,8,4.5,"AZ","business"
"0YCV8260mMgN0PxuzAtO3g",[44 24 11],"Phoenix","144 N Central Ave\\nPhoenix, AZ 85004",33.4503,-112.074,"Subway",1,3,2.5,"AZ","business"
"Wc4-mBb_8CTF5KoU8Fariw",[80 81 54 82 59 49],"Chandler","2301 E Yeager Dr\\nSte 3\\nChandler, AZ 85286",33.2806,-111.802,"CrossFit Infernal",1,3,5,"AZ","business"
"p4O4b0oZiV5oDhIDrCrgcg",[83 6],"Cave Creek","4705 E Carefree Hwy\\nSte 116\\nCave Creek, AZ 85331",33.7978,-111.98,"Churchill's Fine Cigars",1,3,4.5,"AZ","business"
"rksEr9GshBvBkV4vAQbruQ",[7 8],"Gilbert","855 W Warner Rd\\nGilbert, AZ 85233",33.334,-111.808,"Fry's Food & Drug Stores & Fry's Marketplace",1,4,3.5,"AZ","business"
"NtizlEdtnJX0tteMdZ-6tw",[11],"Phoenix","4267 W Thunderbird Road\\nPhoenix, AZ 85053",33.6107,-112.151,"Blimpie Subs & Salads",1,3,3,"AZ","business"
"z1CjVXv6M6RbWhZO1lIExA",[84 85 6 86 87],"Scottsdale","15816 N Greenway Hayden Loop\\nSte 100\\nScottsdale, AZ 85260",33.6294,-111.914,"Lighting Unlimited",1,3,3.5,"AZ","business"
"HLQUH1VAw4KbSV-IhxOPEw",[28 17 29],"Phoenix","2401 East Camelback Road\\nPhoenix, AZ 85016",33.509,-112.029,"The Ritz-Carlton, Phoenix",1,49,4,"AZ","business"
"WNy1uzcmm_UHmTyR--o5IA",[88 38 39 89 11],"Tempe","960 W University Dr\\nTempe, AZ 85281",33.4227,-111.951,"Cornish Pasty Company",1,580,4.5,"AZ","business"
"A0-0oO2I-L4QF9BMi9duuw",[32 90],"Phoenix","Phoenix, AZ 85034",33.4383,-112.018,"All Patio Doors & More",1,5,5,"AZ","business"
"woihBX8gAaEDL4nWtao9dg",[57 27 91 11],"Glendale","6773 W Bell Road\\nGlendale, AZ 85308",33.6381,-112.205,"Chuck E Cheese",1,7,2,"AZ","business"
"aK8BF1xuYZVzUgi3qAn3Ug",[54 55],"Surprise","15033 W Bell Road\\nSurprise, AZ 85374",33.6383,-112.384,"Smiles of Beauty-Surprise",1,4,2,"AZ","business"
"jl_2Ui3vC81bIwOCCQZI1w",[92 15 6],"Tempe","3141 S McClintock Dr Ste 1\\nTempe, AZ 85282",33.3948,-111.909,"Blockbuster Video",1,4,2.5,"AZ","business"
"ejx-rekLkZ2RkNgSejf0pA",[93 3 94 32 95],"Phoenix","605 E Bell Road\\nPhoenix, AZ 85022",33.6402,-112.066,"Bank of America",1,4,2.5,"AZ","business"
"aX2Js7hZBhBAzc8LeRs55w",[96 72],"Glendale","6195 W Bell Road\\nGlendale, AZ 85308",33.6384,-112.193,"Big O Tire Stores",1,5,4,"AZ","business"
"5Rtgv0oDqmKkIayIrjEjqg",[4 6],"Glendale","7360 W Bell Rd\\nGlendale, AZ 85308",33.6393,-112.218,"Sports Authority",1,4,4,"AZ","business"
"Xk41spRMMo2C7Nn8YQIL0g",[93 3],"Scottsdale","3396 N Hayden\\nScottsdale, AZ 85251",33.4872,-111.909,"Arizona Federal Credit Union",1,4,2.5,"AZ","business"
"0BpMvu5B9fY-KEbOuxLtFQ",[97 11],"Phoenix","2945 E Bell Rd\\nSte 102\\nPhoenix, AZ 85032",33.64,-112.019,"Kampai",1,54,3.5,"AZ","business"
"bIOEv4Gc49SiFhYedmN7aA",[7 30 8 13 6],"Queen Creek","21398 S Ellsworth Rd\\nQueen Creek, AZ 85242",33.2548,-111.641,"Target",1,4,4,"AZ","business"
"Q7Yo02l--O9KMWYYNukY0w",[],"Scottsdale","8009 E Dillons Way\\nScottsdale, AZ 85260",33.634,-111.907,"Dillon Precision Products",1,4,5,"AZ","business"
"jqZKv-7F54guDLalXEjHxg",[33 11],"Scottsdale","15435 N Scottsdale Rd\\nSte 100\\nScottsdale, AZ 85260",33.6266,-111.925,"Five Guys Burgers and Fries",1,69,3.5,"AZ","business"
"dzSPa5kkpQIRjMOHvDUF_Q",[98 7 24 11],"Phoenix","2370 W Happy Valley Rd\\nPhoenix, AZ 85085",33.713,-112.112,"Paradise Bakery & Cafe",1,24,3.5,"AZ","business"
"SJMjlvbGDUGO9Elpkl4kew",[30 13 6],"Scottsdale","15464 N Frank Lloyd Wright Blvd\\nScottsdale, AZ 85260",33.6285,-111.89,"TJ Maxx",1,5,2,"AZ","business"
"oD3K3aT52uNdLaYmGnRV8A",[49 50 52],"Tempe","1000 N. College Ave.\\nTempe, AZ 85281",33.4395,-111.931,"Papago Dog Park",1,8,2.5,"AZ","business"
"rftGOyvbSAMOBTJWGhTLgA",[64 65],"Laveen","5030 W Baseline Rd\\nSte 133\\nLaveen, AZ 85339",33.3776,-112.167,"Ellaments Salon & Boutique",1,8,4,"AZ","business"
"kIco4kv-FHT6QqdkDQ2cow",[99 44 11],"Scottsdale","2870 N Hayden Rd\\nScottsdale, AZ 85257",33.4796,-111.909,"Sonic Drive-In",1,13,3.5,"AZ","business"
"YXQzFolTvipDSpTlUTd6Eg",[6 100],"Chandler","2156 N Alma School Rd\\nSte 112\\nChandler, AZ 85224",33.3371,-111.86,"Guns Etc",1,9,2.5,"AZ","business"
"2qbajPD8M7PJlWWaHSRR5Q",[101 38 99 39 11],"Chandler","393 W Warner Rd\\nChandler, AZ 85225",33.3344,-111.846,"Draft House On The Reef",1,22,3.5,"AZ","business"
"j559p_Yelp12W2W_gTvDaA",[102 103],"Phoenix","1700 W Washington St\\nPhoenix, AZ 85007",33.4476,-112.095,"Arizona State Capitol",1,3,2.5,"AZ","business"
"tieXOBZlj01Hk_CR_sl0pg",[7 8],"Phoenix","3616 E Ray Rd\\nPhoenix, AZ 85044",33.3168,-112.006,"Fry's Supermarket",1,3,3.5,"AZ","business"
"_0Eql3UB3K5-6q4IHNBbWA",[104 64 105 65],"Phoenix","1339 E Chandler Blvd\\nPhoenix, AZ 85048",33.3053,-112.053,"K-Bella Salon & Spa",1,3,4,"AZ","business"
"I98ESrTemwkaVIrN_USx4A",[106 54 107],"Phoenix","1835 W Missouri Ave\\nPhoenix, AZ 85015",33.5166,-112.099,"Healthy Outlook Family Medicine",1,10,4.5,"AZ","business"
"1XiG4o4edRcoBcIrP209yg",[7 47],"Phoenix","334 N 25th Ave\\nPhoenix, AZ 85009",33.4523,-112.114,"Old World Brewery",1,15,3.5,"AZ","business"
"AoO0FJyUm01lmIJJTcPWEQ",[33 11],"Mesa","2753 E Broadway\\nSte 104\\nMesa, AZ 85204",33.4064,-111.772,"Giant Hamburgers",1,47,4,"AZ","business"
"2k1I66IxKL9vJnRQhXWkDQ",[0 1],"Phoenix","13201 N 35th Ave\\nSte 3B\\nPhoenix, AZ 85029",33.5975,-112.119,"Hacker Accounting",1,4,5,"AZ","business"
"LNUx60j6DQAxJuikUiZNvw",[7 108],"Scottsdale","4513 N Scottsdale Rd\\nScottsdale, AZ 85251",33.5034,-111.926,"The Coffee Bean & Tea Leaf",1,4,3.5,"AZ","business"
"xKXahNKbBUZtOPWibwq94w",[7 109 38 39 36],"Scottsdale","2515 N Scottsdale Rd\\nScottsdale, AZ 85250",33.4753,-111.926,"AZ Wine Company",1,19,4,"AZ","business"
"1Nge1ObX93-y1AoXONt34A",[96 72 71],"Tempe","1445 W Elliot Rd\\nTempe, AZ 85284",33.3473,-111.962,"Costco Wholesale",1,3,5,"AZ","business"
"BmElzV6FNKvt2R7rI_gfvQ",[61 13 6],"Phoenix","8921 N 7th St\\nPhoenix, AZ 85020",33.5668,-112.065,"Goodwill Industries of AZ",1,3,3.5,"AZ","business"
"9W5zaqA_fdjTk127fioY0A",[30 13 6 77 35 34],"Mesa","837 N Dobson Rd\\nMesa, AZ 85201",33.4303,-111.874,"Bed Bath & Beyond",1,7,4,"AZ","business"
"eK6KGMKqU_4nB9RdayZD7Q",[26 11],"Phoenix","602 E Lincoln St\\nPhoenix, AZ 85004",33.4423,-112.066,"Tee Pee Tap Room",1,17,3,"AZ","business"
"umdxfhSlk67yGEi8-S-bEg",[33 99 11],"Scottsdale","20831 N Scottsdale Rd\\nSte 117\\nScottsdale, AZ 85255",33.6766,-111.925,"Cold Beers & Cheeseburgers",1,70,3,"AZ","business"
"aIpqc26pFPyEglBrs0k7EA",[6 110],"Phoenix","2502 E Camelback Road\\nPhoenix, AZ 85016",33.5102,-112.027,"Sprint",1,4,3,"AZ","business"
"mG5WTamjKzje897WkCXiTA",[111 112 113 6 17],"Phoenix","4410 N 40th St\\nPhoenix, AZ 85018",33.5024,-111.996,"Paperjoy",1,11,4,"AZ","business"
"k_yGJN2ynaUkzLTEzBWyLA",[71 72],"Tempe","1803 E Rio Salado Pkwy\\nSte 104\\nTempe, AZ 85281",33.4287,-111.908,"EuroTechs",1,6,5,"AZ","business"
"ixxKknYQAGGpCE1LhmFg3A",[12 114 13 6 115],"Mesa","1710 S Alma School Rd\\nMesa, AZ 85210",33.3835,-111.858,"Boot Barn",1,4,5,"AZ","business"
"5hGkW5VddU07sI8DPfi-Bw",[113 6 116],"Goodyear","13220 W Van Buren St Ste 108\\nSuite 108\\nGoodyear, AZ 85338",33.4503,-112.344,"Desert Oasis Floral",1,4,2.5,"AZ","business"
"imSAkSzL5X1rUc3Z1ZMYeA",[113 6 116],"Phoenix","550 W McDowell Rd\\nPhoenix, AZ 85003",33.466,-112.082,"Community Florist",1,6,4.5,"AZ","business"
"YowLDN2YEKVJpHv0Loqm5A",[117 11],"Phoenix","Sky Harbor Airport - Terminal 4\\n3400 Sky Harbor Blvd\\nPhoenix, AZ 85034",33.4383,-112.018,"Jody Maroni's Sausage Kingdom",1,18,2.5,"AZ","business"
"l7WFICL6sLarCOHc0YFODQ",[6 118],"Mesa","1235 S Gilbert Rd\\nSte 8\\nMesa, AZ 85204",33.3926,-111.787,"Baby Mother & More",1,4,5,"AZ","business"
"HQFscafV3wi5z4yOKdUGRg",[119 120 11],"Phoenix","501 W Thomas Rd\\nPhoenix, AZ 85013",33.48,-112.081,"5th Avenue Cafe",1,58,3.5,"AZ","business"
"JW1M3UOIopAA4C2y0Xt0wQ",[79 121],"Cave Creek","29455 N Cave Creek Rd\\nSte 108\\nCave Creek, AZ 85331",33.7517,-111.991,"Bonnie's Barkery",1,6,4,"AZ","business"
"46Pklsv4V2dku7yY5rvhIw",[54 55 122],"Gilbert","1757 E Baseline Rd\\nSte 129\\nGilbert, AZ 85233",33.3785,-111.793,"David T Madder, DMD",1,11,4.5,"AZ","business"
"-sC66z4SO3tR7nFCjfQwuQ",[26 11],"Phoenix","401 W Clarendon Ave\\nPhoenix, AZ 85013",33.4911,-112.079,"Gallo Blanco Cafe",1,549,4,"AZ","business"
"hBodj_f6adUAnEVUb_he_A",[99 11],"Phoenix","6607 S Central Ave\\nPhoenix, AZ 85042",33.3864,-112.073,"Turk's Fish and Chips",1,4,2.5,"AZ","business"
"fc7HNDbFpDlDWCGMh-c8lw",[78 79],"Surprise","13764 W. Bell Road\\nSurprise, AZ 85374",33.6402,-112.354,"Banfield Pet Hospital",1,6,2,"AZ","business"
"1J1iid_qU__8_CxiS2Zw4Q",[41 11],"Mesa","1457 W Southern Ave\\nMesa, AZ 85202",33.3925,-111.863,"Souper Salad",1,5,3,"AZ","business"
"Si4xIYKj7cbBou6Vkk0JJg",[123 65],"Phoenix","2637 W Bethany Home Rd\\nPhoenix, AZ 85073",33.5239,-112.116,"Danny's Barber Shop",1,4,3.5,"AZ","business"
"OiQd6wkxOFx9k_EmRaJYTA",[64 65],"Phoenix","625 W Deer Valley Rd\\nSte 105\\nPhoenix, AZ 85027",33.6836,-112.082,"Au Reve",1,8,4.5,"AZ","business"
"6ZYt8IChJmH3Ra5IqnlivA",[24 11],"Tempe","1342 W Warner Rd\\nTempe, AZ 85281",33.3345,-111.962,"Port of Subs",1,9,2.5,"AZ","business"
"bFm1ZmXPg0CVsc97sej_tQ",[84 124 125],"Phoenix","4940 E Ray Rd\\nPhoenix, AZ 85044",33.3213,-111.978,"FedEx Office Print & Ship Center",1,6,3,"AZ","business"
"y8a480EiwWikqlR1inkGxg",[126 11],"Tempe","5136 S Rural Rd\\nTempe, AZ 85282",33.3793,-111.929,"Sushi Time",1,28,3.5,"AZ","business"
"JuQncODLNOhfSaa-5okpQQ",[71 72 96],"Phoenix","2623 E McDowell Rd\\nPhoenix, AZ 85008",33.4654,-112.025,"Jack's Automotive Service",1,3,4.5,"AZ","business"
"qgVS6sBe7JNEI8otg0Y3dg",[99 11],"Mesa","1911 W Broadway Rd\\nSte 1\\nMesa, AZ 85202",33.4071,-111.873,"Ub's Restaurant & Bar",1,4,3.5,"AZ","business"
"2jCyo55dFgGzYpoIX8TwgA",[7 108],"Scottsdale","15029 N Thompson Peak Pkwy\\nSte B111\\nScottsdale, AZ 85260",33.6226,-111.874,"Starbucks Coffee",1,13,4,"AZ","business"
"hyff2JyqQgf85MaJZslHCg",[127 11],"Tempe","20 W 6th St\\nTempe, AZ 85281",33.4246,-111.941,"Z'Tejas Southwestern Grill",1,108,3.5,"AZ","business"
"3g2ofV7mhEoPyfF7vFMObA",[88 38 128 39],"Scottsdale","7318 E Stetson Dr\\nScottsdale, AZ 85251",33.4997,-111.924,"Mulligan's",1,32,3,"AZ","business"
"pXE8u5EBP_v1HbPnr0U6xQ",[129 78 79],"Phoenix","950 W Hatcher Rd\\nPhoenix, AZ 85021",33.5713,-112.087,"Altered Tails",1,7,4,"AZ","business"
"Sy-hmzSH1OmWpHmAfZtxRA",[7 36 8],"Phoenix","4821 N 20th St\\nPhoenix, AZ 85016",33.5077,-112.039,"Trader Joe's",1,67,4.5,"AZ","business"
"5BPuQsM1_CwVu7KiqIjyGA",[130 32],"Chandler","650 N 54th St\\n#0476\\nChandler, AZ 85226",33.3135,-111.97,"The Home Depot",1,11,3,"AZ","business"
"YPaxaQz2f5fyDYPnf5vlew",[106 54 131],"Tempe","2164 E Broadway Rd\\nTempe, AZ 85282",33.4079,-111.893,"Southwest Naturopathic Medical Center",1,6,3.5,"AZ","business"
"9OjaTv86bO-YITbGhEq2XQ",[132 133 65],"Chandler","2055 N Alma School Rd\\nSte 16B\\nChandler, AZ 85224",33.3367,-111.857,"Sky Nails & Spa",1,7,4.5,"AZ","business"
"p2FoMPsKYDVkDrNv4mEESA",[78 79],"Chandler","5995 W. Chandler Blvd.\\nChandler, AZ 85226",33.3037,-111.945,"Family Vetcare of Chandler",1,3,5,"AZ","business"
"qBc36uFI7orWS8NpYZCv_w",[26 11],"Mesa","1033 N Dobson Rd\\nSuite 101\\nMesa, AZ 85201",33.4352,-111.866,"Matta's Grill and Cantina",1,30,3.5,"AZ","business"
"-NGrzJp0dX5pK3qdGSaspw",[64 65],"Gilbert","756 S Gilbert Rd\\nGilbert, AZ 85296",33.3359,-111.791,"Cool Cuts 4 Kids",1,9,4.5,"AZ","business"
"OhCRdO-4v4zV90TMbR7Qfw",[49 80 82 59],"Scottsdale","8240 N Hayden Rd\\nSte B-100\\nScottsdale, AZ 85258",33.5563,-111.899,"Koko FitClub of McCormick Ranch",1,5,5,"AZ","business"
"gKxOZvQTTd5hpFa3r5igGQ",[134 135],"Phoenix","15220 S 50th St\\nSte 101\\nPhoenix, AZ 85044",33.308,-111.976,"New Valley Church",1,3,5,"AZ","business"
"7IBQ6DomcORtlwCO1QNxBA",[49 80 82 59],"Phoenix","2310 W. Happy Valley Rd\\nSuite 1019\\nPhoenix, AZ 85085",33.713,-112.111,"Anytime Fitness",1,3,4.5,"AZ","business"
"NbjyUsShOLe1rA-nnin-bA",[136 17],"Chandler","1232 W Galveston St\\nChandler, AZ 85224",33.3136,-111.865,"A & B Photos",1,3,5,"AZ","business"
"ehy9Vy1BKc9shO74chuUAQ",[137 7 8 138 139],"Glendale","4410 W Union Hills Dr\\nGlendale, AZ 85308",33.6554,-112.154,"Asiana Market",1,39,3,"AZ","business"
"6lcay-E_ssmzpGanKbColg",[140 11],"Phoenix","4811 N 16th St\\nSte 104\\nPhoenix, AZ 85016",33.5075,-112.047,"Zaytoon Kabob Bistro",1,31,3,"AZ","business"
"9kue6njdYLYAr-ve65L0NA",[28 17 18 29],"Scottsdale","10101 N. Scottsdale Road\\nScottsdale, AZ 85253",33.5771,-111.925,"Hampton Inn",1,3,2.5,"AZ","business"
"sH17KGxbMVrlr66n92Qh8g",[44 26 11],"Phoenix","16649 N Tatum Blvd\\nPhoenix, AZ 85032",33.6387,-111.977,"Del Taco",1,6,3,"AZ","business"
"FURgKkRFtMK5yKbjYZVVwA",[48 11],"Phoenix","5223 N Central Ave\\nPhoenix, AZ 85012",33.5137,-112.073,"Windsor",1,326,4,"AZ","business"
